name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
athens,2016-06-04,29,17.1,23.6,28.2,17.1,23.3,12.3,51.5,0,0,0,,0,0,26.1,19,116.1,1008.8,23.4,10.3,353,30.4,10,,2016-06-04T06:03:15,2016-06-04T20:43:55,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-06-05,29.3,16.6,24,28.3,16.6,23.8,12.5,50.9,0,0,0,,0,0,25.9,19.8,129.9,1012.4,38.7,10,333,28.9,10,,2016-06-05T06:03:00,2016-06-05T20:44:30,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-06-06,28.8,18.4,24,28.3,18.4,23.9,13.7,53.6,0,0,0,,0,0,23.8,19,130.7,1012.5,36.2,10,357.3,30.8,10,,2016-06-06T06:02:46,2016-06-06T20:45:05,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-06-07,26.6,18.3,21.6,26.6,18.3,21.6,15,67.2,5.526,100,8.33,rain,0,0,48,27.2,26.6,1014.4,47.4,9.7,302.3,25.9,9,,2016-06-07T06:02:34,2016-06-07T20:45:39,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-06-08,24.3,18.4,21.1,24.3,18.4,21.1,9.8,50.6,1.921,100,4.17,rain,0,0,57.6,29.8,8.9,1016.3,56.9,10,321.4,27.9,9,,2016-06-08T06:02:24,2016-06-08T20:46:11,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-06-09,24.4,15.7,20.3,24.4,15.7,20.3,9.5,50.6,0,0,0,,0,0,36,19.2,51.2,1014.4,27.6,10,354.9,30.6,10,,2016-06-09T06:02:16,2016-06-09T20:46:41,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-06-10,25.5,15,20.7,25.5,15,20.7,11.1,56.9,0.1,100,4.17,rain,0,0,30.8,20.6,128.4,1012.9,43.3,10,307.8,26.7,10,,2016-06-10T06:02:10,2016-06-10T20:47:11,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-06-11,28.7,16.3,22.7,28,16.3,22.6,12.6,55.1,0,0,0,,0,0,24.9,19.2,158.4,1014.3,25,10,355.6,30.7,10,,2016-06-11T06:02:05,2016-06-11T20:47:39,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-06-12,29.3,17.3,24,28.7,17.3,23.8,13.2,52.8,0,0,0,,0,0,31.9,26.1,200.9,1013.1,18.7,10.5,356,30.5,10,,2016-06-12T06:02:02,2016-06-12T20:48:06,0.25,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-06-13,26.7,18.7,23.1,26.7,18.7,23.1,15.4,62.6,0,0,0,,0,0,34.1,24.5,191.9,1005.6,56.2,10,252.2,21.8,9,,2016-06-13T06:02:01,2016-06-13T20:48:31,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-06-14,29.4,19,24.1,28.2,19,24,14.7,59.2,1.977,100,8.33,rain,0,0,35.6,24.2,266.2,1002,46,10,342.8,29.8,10,,2016-06-14T06:02:02,2016-06-14T20:48:55,0.3,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-06-15,30.7,20,25.7,29.4,20,25.3,12,44.4,0,0,0,,0,0,42.5,22.9,259.9,1007.6,21,10,364.9,31.7,10,,2016-06-15T06:02:04,2016-06-15T20:49:17,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-06-16,32.7,20.7,26.9,30.9,20.7,26.3,12.2,42.2,0,0,0,,0,0,27.9,16.8,112.5,1014,19,10,360.2,31.2,10,,2016-06-16T06:02:08,2016-06-16T20:49:37,0.37,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-06-17,36.7,20,28.2,34.6,20,27.3,10.7,37.1,0,0,0,,0,0,46.4,11.2,68.2,1016.5,15.7,10,351.3,30.4,10,,2016-06-17T06:02:14,2016-06-17T20:49:57,0.4,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-06-18,37.7,21.3,30.3,36,21.3,29.4,11.2,33.5,0,0,0,,0,0,22.2,14.9,58.1,1013.9,12.5,10,346.5,30.1,10,,2016-06-18T06:02:21,2016-06-18T20:50:14,0.43,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-06-19,37.7,23.9,30.4,36.9,23.9,29.9,12.8,35.4,0,0,0,,0,0,28.3,18,68.2,1010.7,24.5,10,339.5,29.4,10,,2016-06-19T06:02:31,2016-06-19T20:50:30,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-06-20,34.7,22.3,28.9,34.9,22.3,28.9,16,47.1,0,0,0,,0,0,29.5,23.8,58.8,1012,10.9,10,342,29.4,10,,2016-06-20T06:02:42,2016-06-20T20:50:44,0.5,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-06-21,35.3,23.6,29.5,35.3,23.6,29.2,15.2,43.7,0,0,0,,0,0,45.4,33.4,11.2,1013.9,7,10,350.7,30.3,10,,2016-06-21T06:02:54,2016-06-21T20:50:57,0.53,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-06-22,34.9,27.2,31.2,33.8,27.3,30.5,13.6,34.9,0,0,0,,0,0,63,38.3,6.4,1014.1,7,10,359,30.9,10,,2016-06-22T06:03:08,2016-06-22T20:51:07,0.57,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-06-23,33.7,27.6,30.8,33.4,27.8,30.6,15.3,39.4,0,0,0,,0,0,64.8,35.3,5.3,1013.2,9.9,10,354.4,30.4,10,,2016-06-23T06:03:24,2016-06-23T20:51:17,0.6,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-06-24,33.7,27.3,30.3,34.2,27.9,30.7,16.7,44.3,0,0,0,,0,0,55.7,34.8,13,1010.2,13.3,10,353.3,30.4,10,,2016-06-24T06:03:41,2016-06-24T20:51:24,0.64,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-06-25,32.8,26,29.3,33,26,29.5,16.2,45.7,0,0,0,,0,0,55.3,38.6,16.5,1007.5,27.6,10.2,288.8,25,9,,2016-06-25T06:04:00,2016-06-25T20:51:30,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-06-26,30.3,25,27.2,30.9,25,27.6,17.3,54.9,1.9,100,4.17,rain,0,0,46.4,29.8,16.8,1008.7,44,10,286.4,24.6,9,,2016-06-26T06:04:20,2016-06-26T20:51:33,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-06-27,33.7,22.8,28.2,33.8,22.8,28.3,16.8,51.9,0,0,0,,0,0,35.4,16,181.4,1010.5,29.3,10.1,341.6,29.6,10,,2016-06-27T06:04:42,2016-06-27T20:51:35,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-06-28,33.3,20.4,27,32.9,20.4,27.1,16.9,56,7.188,100,4.17,rain,0,0,83.5,32.5,55.9,1008.4,41.8,9.8,342.5,29.6,10,,2016-06-28T06:05:06,2016-06-28T20:51:36,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-06-29,30.3,20.3,25.5,29.6,20.3,25.4,14.9,53.6,0,0,0,,0,0,38.5,23.7,9.3,1010.4,30.8,10.3,339.8,29.3,10,,2016-06-29T06:05:30,2016-06-29T20:51:34,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-06-30,31,20,26.1,30.8,20,26,15.7,54.9,0,0,0,,0,0,34.2,22.9,40,1014.6,23.4,10.2,350.3,30.3,10,,2016-06-30T06:05:56,2016-06-30T20:51:31,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-07-01,33,21,27.7,32.4,21,27.5,16.2,52.3,0,0,0,,0,0,40.7,22.2,86.8,1014.5,15.9,10.3,351.5,30.4,10,,2016-07-01T06:06:24,2016-07-01T20:51:25,0.89,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-07-02,34,23.3,28.6,33.2,23.3,28.3,15,45.2,0,0,0,,0,0,46.4,26.8,38.4,1012.9,24.5,10,347.2,30.1,10,,2016-07-02T06:06:52,2016-07-02T20:51:18,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-07-03,32.9,23,28,33.3,23,28.2,16.2,49.4,0,0,0,,0,0,37.1,26.8,43.2,1011,18.1,10.4,344.3,29.8,10,,2016-07-03T06:07:22,2016-07-03T20:51:09,0.96,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-07-04,33.7,23.7,29.1,32.7,23.7,28.6,14.6,43.1,0,0,0,,0,0,56.7,33.3,9.5,1011.3,13.2,10.5,349.7,30.2,10,,2016-07-04T06:07:54,2016-07-04T20:50:59,0,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-07-05,32.7,26.3,28.9,32.2,26.3,29,15.5,44.7,0,0,0,,0,0,59.4,31.7,14.5,1012.7,22.3,10,346.8,30.1,10,,2016-07-05T06:08:26,2016-07-05T20:50:46,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-07-06,32.3,24.7,28.2,30.9,24.7,27.7,13.4,41.3,0,0,0,,0,0,44.6,26.9,37.8,1011.3,28.6,10,307.2,26.6,9,,2016-07-06T06:09:00,2016-07-06T20:50:32,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-07-07,32,21.3,27.3,30.9,21.3,26.9,14.1,46.2,0,0,0,,0,0,44.1,31.7,9.6,1011.7,31.1,10,323.2,27.9,9,,2016-07-07T06:09:34,2016-07-07T20:50:15,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-07-08,30.7,24.3,27.3,29.1,24.3,26.9,11.5,38.4,0,0,0,,0,0,57.6,34.1,17.4,1015.7,23.7,10.1,352.7,30.4,10,,2016-07-08T06:10:10,2016-07-08T20:49:57,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-07-09,31.7,23,27.1,30,23,26.5,10,35.1,0,0,0,,0,0,55.4,32.8,12.5,1014.7,8.9,10,351.8,30.5,10,,2016-07-09T06:10:47,2016-07-09T20:49:37,0.16,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-07-10,33.3,22.3,28.1,31.8,22.3,27.4,11,35.3,0,0,0,,0,0,43,31.6,19.7,1013.7,8.9,10,351.1,30.4,10,,2016-07-10T06:11:25,2016-07-10T20:49:15,0.19,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-07-11,32,23.5,27.9,30.2,23.5,27.1,10.2,34.5,0,0,0,,0,0,63,41,16.6,1014.2,15.3,10,351.3,30.4,10,,2016-07-11T06:12:04,2016-07-11T20:48:51,0.22,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-07-12,31.4,24.7,27.6,30.1,24.7,27.1,11.5,37.2,0,0,0,,0,0,51.8,34.7,12.2,1012.3,13.3,10,356.9,30.8,10,,2016-07-12T06:12:43,2016-07-12T20:48:26,0.25,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-07-13,32.5,23.1,27.7,32.1,23.1,27.5,13.9,43.6,0,0,0,,0,0,38.4,28,38.7,1011.2,1.8,10,351.3,30.5,10,,2016-07-13T06:13:24,2016-07-13T20:47:59,0.29,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-07-14,34.3,20,27.9,34.2,20,27.8,15.9,51.4,0,0,0,,0,0,20.5,14.2,150.1,1008.8,0,10,348,30.2,10,,2016-07-14T06:14:06,2016-07-14T20:47:29,0.32,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-07-15,35,22.7,29.7,35.1,22.7,29.6,15.1,42.5,0,0,0,,0,0,27.4,19,145.7,1006.7,7,10,347.1,30.2,10,,2016-07-15T06:14:48,2016-07-15T20:46:58,0.35,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-07-16,34,22.7,28.4,31.9,22.7,27.6,13.1,43.5,0,0,0,,0,0,31.2,26.4,260,1007.2,0.6,10,356,30.9,10,,2016-07-16T06:15:31,2016-07-16T20:46:26,0.38,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-07-17,33,21.8,27.4,31,21.8,26.8,11.3,38.3,0,0,0,,0,0,38.9,18,350.9,1009,1.2,10,354.4,30.5,10,,2016-07-17T06:16:15,2016-07-17T20:45:51,0.42,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-07-18,31.7,23,27.5,30.1,23,26.9,11.8,39.3,0,0,0,,0,0,43.8,24,345.3,1010.2,14.6,10,347.3,30.2,10,,2016-07-18T06:16:59,2016-07-18T20:45:15,0.45,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-07-19,29.8,24.6,27.1,29,24.6,26.7,12.3,40.8,0,0,0,,0,0,64.8,38.5,7.7,1010.8,29.7,10,343.3,29.4,10,,2016-07-19T06:17:45,2016-07-19T20:44:37,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-07-20,29.7,24,26.9,28.4,24,26.5,11,37.9,0,0,0,,0,0,68.4,36.1,12,1010.8,20.3,10,341.9,29.4,10,,2016-07-20T06:18:30,2016-07-20T20:43:57,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-07-21,30.7,22.1,26.6,29.5,22.1,26.2,11.8,40.3,0,0,0,,0,0,50.8,31.1,12,1013.3,27.2,10,344.9,29.5,10,,2016-07-21T06:19:17,2016-07-21T20:43:16,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-07-22,32.7,21,27.3,31.2,21,26.7,11.3,38.2,0,0,0,,0,0,36.1,27.4,45,1014.3,14.8,10,342.7,29.5,10,,2016-07-22T06:20:04,2016-07-22T20:42:33,0.59,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-07-23,34.1,19.6,27.8,32.4,19.6,27.1,11.5,39.1,0,0,0,,0,0,51,25.5,14.6,1013.7,8,10,343.6,29.7,10,,2016-07-23T06:20:51,2016-07-23T20:41:48,0.62,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-07-24,35,23.9,30.1,33.3,23.9,29,9.9,29.7,0,0,0,,0,0,46.3,31.8,13.3,1011.7,8.6,10,338.4,29.1,10,,2016-07-24T06:21:39,2016-07-24T20:41:02,0.66,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-07-25,33,27,29.8,31.3,26.8,28.7,10.7,30.9,0,0,0,,0,0,59.4,40.7,13.4,1010.5,12.3,10,329.9,28.8,9,,2016-07-25T06:22:28,2016-07-25T20:40:14,0.69,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-07-26,32.6,24.9,28.9,31.1,24.9,28,10.7,33.1,0,0,0,,0,0,49,34.7,9,1010.1,2.6,10.1,340,29.3,10,,2016-07-26T06:23:17,2016-07-26T20:39:24,0.73,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-07-27,32.3,25,28.7,31,25,28.1,12.5,37.8,0,0,0,,0,0,59.4,35.3,5.8,1011.3,13.9,10,331.9,28.9,10,,2016-07-27T06:24:06,2016-07-27T20:38:33,0.75,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-07-28,33,24.3,28.9,31.4,24.3,28.1,10.9,33.7,0,0,0,,0,0,52.8,31,6.2,1011.4,13.7,10.1,331.4,28.7,10,,2016-07-28T06:24:55,2016-07-28T20:37:40,0.8,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-07-29,33.3,24.2,29.2,31.8,24.2,28.4,11.1,33.3,0,0,0,,0,0,50.1,33.4,18.2,1010,4.7,10,323.3,27.9,9,,2016-07-29T06:25:45,2016-07-29T20:36:46,0.84,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-07-30,34.5,25.3,30.2,33.3,25.3,29.2,10.8,30.6,0,0,0,,0,0,46.4,27.1,20.2,1010.6,9.7,10,325.8,28.1,10,,2016-07-30T06:26:36,2016-07-30T20:35:50,0.87,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-07-31,34,25.3,30.1,32.3,25.3,28.9,9.2,28,0,0,0,,0,0,57.5,37.4,10.6,1010.9,2.4,10,320.6,27.7,9,,2016-07-31T06:27:26,2016-07-31T20:34:53,0.91,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-08-01,35.7,25.3,30.6,33.8,25.3,29.4,9.6,27.9,0,0,0,,0,0,42.3,29.3,17.1,1010.5,7.6,10.4,324.5,27.9,10,,2016-08-01T06:28:17,2016-08-01T20:33:54,0.95,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-08-02,36.3,22.8,29.3,35,22.8,28.8,13.6,40.3,0,0,0,,0,0,36.5,16.6,112.6,1009.5,0.1,10,321.6,27.8,10,,2016-08-02T06:29:08,2016-08-02T20:32:54,0,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-08-03,33.8,24.5,29.1,33.7,24.5,28.9,14.4,41.5,0,0,0,,0,0,44.2,32.8,40.8,1009.4,13,10.2,314.5,27.2,9,,2016-08-03T06:29:59,2016-08-03T20:31:53,0.02,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-08-04,32.3,27,29.4,31.7,27.2,29.1,14.4,40.6,0,0,0,,0,0,59.4,36,8.1,1011.2,27.4,10.2,316,27.5,9,,2016-08-04T06:30:50,2016-08-04T20:30:50,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-08-05,33.3,26.5,29.6,32.6,26.5,29.4,15,41.6,0,0,0,,0,0,54.2,31.7,8.9,1010.2,13.2,10.3,324.8,27.9,10,,2016-08-05T06:31:42,2016-08-05T20:29:46,0.08,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-08-06,33.6,24.5,29.2,33.8,24.5,29.1,15.2,43.5,0,0,0,,0,0,45.2,31.1,14.8,1010.5,13.5,10,323.6,27.8,10,,2016-08-06T06:32:34,2016-08-06T20:28:40,0.11,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-08-07,33.7,24.9,29.2,32.4,24.9,28.8,14.1,40.5,0,0,0,,0,0,59.4,33.5,12.9,1011.2,13.6,10.2,324.1,27.9,10,,2016-08-07T06:33:25,2016-08-07T20:27:34,0.15,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-08-08,33.1,26.7,29.6,34.3,26.7,30.2,16.7,46,0,0,0,,0,0,48.2,28.6,9.1,1010.8,17.5,10.2,317.1,27.4,9,,2016-08-08T06:34:17,2016-08-08T20:26:26,0.18,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-08-09,31.8,25.9,28.3,32.4,25.9,28.8,17.5,52.2,1.3,100,8.33,rain,0,0,46.8,36.4,5.5,1009.8,31.8,10.3,292.6,25.3,9,,2016-08-09T06:35:09,2016-08-09T20:25:16,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-08-10,33.6,25.3,28.9,34.1,25.3,29,16,46.2,0,0,0,,0,0,53.6,30.5,7.7,1009,28.9,10.4,311,26.6,9,,2016-08-10T06:36:01,2016-08-10T20:24:06,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-08-11,34.7,22.8,28.8,35,22.8,28.9,15.9,47.2,0,0,0,,0,0,33.9,21.7,120.6,1010.2,11.8,10,321.2,27.7,10,,2016-08-11T06:36:53,2016-08-11T20:22:54,0.27,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-08-12,33.3,24.6,28.7,33.1,24.6,28.9,16.3,48,0,0,0,,0,0,42.5,27.1,27.3,1011,12.8,10.6,311.9,27,9,,2016-08-12T06:37:45,2016-08-12T20:21:42,0.31,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-08-13,27.3,22.5,24.9,27.1,22.5,24.8,14,51.7,0,0,0,,0,0,73.9,38.6,9.8,1016.4,32.9,10.3,261.4,22.6,9,,2016-08-13T06:38:37,2016-08-13T20:20:28,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-08-14,27.3,21.4,24.3,26.7,21.4,24.1,8.6,38,0,0,0,,0,0,66.6,40.9,7,1019,21,10,325,28.2,10,,2016-08-14T06:39:29,2016-08-14T20:19:13,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-08-15,29.3,22.1,25.6,28,22.1,25.1,8.3,34.2,0,0,0,,0,0,61.2,36.6,6.6,1015.6,11.6,10.3,325.7,28.1,10,,2016-08-15T06:40:22,2016-08-15T20:17:57,0.4,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-08-16,32.7,22.5,27.3,30.8,22.5,26.5,9.2,33.2,0,0,0,,0,0,55.4,30.4,16.1,1012.4,0,10,323,27.9,10,,2016-08-16T06:41:14,2016-08-16T20:16:40,0.44,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-08-17,33.3,21.4,27.4,31.7,21.4,26.7,10,34.6,0,0,0,,0,0,38.9,26.2,21.8,1010.6,0,10.6,317.6,27.3,9,,2016-08-17T06:42:06,2016-08-17T20:15:22,0.47,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-08-18,35,19.3,27.4,33.1,19.3,26.7,10.8,38.2,0,0,0,,0,0,23.8,17.3,122.7,1008.8,4.3,10.6,312.2,27,9,,2016-08-18T06:42:58,2016-08-18T20:14:03,0.5,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-08-19,32.4,20.9,27.1,32.1,20.9,27,14.2,45.7,0.6,100,4.17,rain,0,0,41.6,31.7,42.3,1008.9,34.8,10.3,299.4,26,9,,2016-08-19T06:43:50,2016-08-19T20:12:43,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-08-20,32.7,22.6,28.1,32.1,22.6,27.7,13.8,42.9,0,0,0,,0,0,48.6,29.9,10.3,1011.2,14.4,10.3,293.2,25.4,9,,2016-08-20T06:44:42,2016-08-20T20:11:23,0.57,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-08-21,32.2,25,28.6,32.3,25,28.6,15,43.7,0,0,0,,0,0,53.6,31.7,10.6,1012.5,11.4,10.5,301.9,25.9,9,,2016-08-21T06:45:34,2016-08-21T20:10:01,0.61,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-08-22,34.6,23.5,29.1,34.2,23.5,28.8,14.7,43.3,0,0,0,,0,0,30.1,22.9,68,1012.3,18.9,10.2,298.2,25.8,9,,2016-08-22T06:46:25,2016-08-22T20:08:38,0.64,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
