name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
athens,2016-01-12,20.3,12.1,15.3,20.3,12.1,15.3,8.7,66.2,0,0,0,,0,0,38.9,23,197.2,1011,37,10,130.2,11.1,5,,2016-01-12T07:40:51,2016-01-12T17:25:39,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-01-13,17.8,11.7,14.5,17.8,11.7,14.5,5.6,56.3,0,0,0,,0,0,50,26.6,271.4,1012,35,10.2,124.9,10.8,5,,2016-01-13T07:40:37,2016-01-13T17:26:39,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-01-14,15.4,5.7,10.8,15.4,4.4,10.3,0.7,52.4,0,0,0,,0,0,27.2,14.1,332.2,1019.2,12.9,10,136.4,11.8,5,,2016-01-14T07:40:22,2016-01-14T17:27:40,0.16,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-01-15,15.7,2.7,10.2,15.7,2.2,10.1,4.2,68,0,0,0,,0,0,22.7,21.2,209,1016.7,52,10,132.9,11.5,5,,2016-01-15T07:40:04,2016-01-15T17:28:42,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-01-16,16.3,13.7,15.5,16.3,13.7,15.5,10,70.1,0,0,0,,0,0,84.6,52,177.6,1006.5,85.1,9.9,75.9,6.6,3,,2016-01-16T07:39:44,2016-01-16T17:29:45,0.23,Partially cloudy,Partly cloudy throughout the day.,wind,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-01-17,16.7,7.7,12,16.7,5,11.5,6,67.7,6.89,100,4.17,rain,0,0,85.3,52.8,212.2,996.9,67.5,9.7,85.6,7.3,3,,2016-01-17T07:39:23,2016-01-17T17:30:48,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-01-18,6.7,3.7,5.3,4.7,-0.1,1.9,-0.4,66.5,0.202,100,12.5,rain,0,0,43.9,27.8,328.4,1004.6,80,10,64.1,5.5,3,,2016-01-18T07:38:59,2016-01-18T17:31:52,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-01-19,8,1.5,4.7,5.6,-0.3,2.6,-2.5,60.5,0,0,0,,0,0,30.4,18.1,4.7,1017.7,55.2,10,111.6,9.5,5,,2016-01-19T07:38:33,2016-01-19T17:32:56,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-01-20,8,5.3,6.6,5.1,2.1,3.8,3,78.1,6.976,100,8.33,rain,0,0,36.6,31.7,15.4,1016.5,91.3,9.5,28.7,2.4,2,,2016-01-20T07:38:06,2016-01-20T17:34:01,0.37,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-01-21,12,5.1,8.1,12,4,7.4,3,71.4,0,0,0,,0,0,19,10,351.4,1019.6,51.9,10,137.5,11.9,5,,2016-01-21T07:37:36,2016-01-21T17:35:07,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-01-22,11,3.3,7.1,11,1.7,5.2,0.6,64.7,0,0,0,,0,0,38.3,27.4,357.8,1025.9,53.5,10.4,127.9,10.9,5,,2016-01-22T07:37:04,2016-01-22T17:36:12,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-01-23,6,2.3,4.1,1.9,-2.3,0.2,-0.4,72.3,0.373,100,8.33,rain,0,0,39,29.6,4.1,1030.1,67.7,9.8,127,10.9,5,,2016-01-23T07:36:31,2016-01-23T17:37:19,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-01-24,5.7,2.3,3.9,3.4,-0.2,1.7,-3.1,60.8,0,0,0,,0,0,25,15.9,344.7,1031.5,70.4,10,144.2,12.6,6,,2016-01-24T07:35:56,2016-01-24T17:38:25,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-01-25,6.7,2.3,4.4,4,0.6,2.4,-1.3,67.3,0.196,100,4.17,rain,0,0,22,14.8,353.9,1030.9,73,9.8,96.2,8.2,4,,2016-01-25T07:35:18,2016-01-25T17:39:32,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-01-26,12,-1,5.7,12,-3.4,4.9,0.3,69.7,0,0,0,,0,0,40.4,22.4,10,1026.5,49.7,10.2,114.4,10,4,,2016-01-26T07:34:39,2016-01-26T17:40:39,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-01-27,12.3,5.4,8.2,12.3,4,7.7,3,70.1,0,0,0,,0,0,19.2,10.7,18.7,1030.9,40.7,10,123.1,10.6,6,,2016-01-27T07:33:58,2016-01-27T17:41:46,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-01-28,17,2.4,9.7,17,2.4,9.6,5.8,78.1,0,0,0,,0,0,19.9,15.4,206.1,1028.2,32.7,9.9,149,12.9,6,,2016-01-28T07:33:16,2016-01-28T17:42:54,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-01-29,17,5,11,17,5,10.9,6.6,75.8,0,0,0,,0,0,16.7,10.6,9.7,1028.1,34.1,9.9,150.1,12.9,6,,2016-01-29T07:32:31,2016-01-29T17:44:02,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-01-30,16.7,8,12.3,16.7,7.4,12.3,7,71.6,0,0,0,,0,0,24.7,20.5,7.2,1028.6,57.1,10,146.9,12.7,6,,2016-01-30T07:31:45,2016-01-30T17:45:09,0.7,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-01-31,17,4.7,10.8,17,2.9,10.5,6,74,0,0,0,,0,0,24.2,16,232.4,1023.2,33.1,9.8,135.6,11.6,5,,2016-01-31T07:30:57,2016-01-31T17:46:17,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-02-01,19,9.7,14.2,19,9.1,14.2,6.4,60.5,0,0,0,,0,0,29,12.3,312.1,1020.7,25.5,10.4,154.7,13.3,6,,2016-02-01T07:30:07,2016-02-01T17:47:25,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-02-02,20.6,6,12.8,20.6,6,12.8,6,65.9,0,0,0,,0,0,17.4,13,221.3,1027,8.9,10.2,158,13.9,6,,2016-02-02T07:29:16,2016-02-02T17:48:33,0.8,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-02-03,19.8,7,13.3,19.8,6.9,13.2,7.3,68.4,0,0,0,,0,0,23.3,21.2,218.3,1022.7,3.4,10.5,162.3,14,6,,2016-02-03T07:28:23,2016-02-03T17:49:40,0.83,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-02-04,16.7,9,13.1,16.7,7.8,13,10.3,83.4,0,0,0,,0,0,33.3,28.6,191,1016,74.5,10,88.6,7.7,4,,2016-02-04T07:27:29,2016-02-04T17:50:48,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-02-05,13.7,4.9,8.7,13.7,1,6.5,5.6,81.1,19.985,100,16.67,rain,0,0,64.8,33.6,331.9,1011.2,86.6,9.3,80,6.8,3,,2016-02-05T07:26:33,2016-02-05T17:51:56,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-02-06,10,4.1,6.2,10,0,3.4,0.2,67,7.513,100,16.67,rain,0,0,36.8,26.6,343.4,1026.3,65.5,9.9,145.7,12.7,5,,2016-02-06T07:25:35,2016-02-06T17:53:03,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-02-07,11,2.4,6.4,11,0.6,5.3,0.6,67.5,0,0,0,,0,0,26.4,15.4,6.4,1028.2,36.2,10.4,167.9,14.6,6,,2016-02-07T07:24:36,2016-02-07T17:54:11,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-02-08,11.7,1,6.3,11.7,-1.6,5.4,2,75.1,0,0,0,,0,0,18.7,12.4,9.2,1025.4,40,10.2,124.4,10.9,5,,2016-02-08T07:23:36,2016-02-08T17:55:18,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-02-09,15,1.3,8.3,15,-0.3,7.9,4.3,77.8,0,0,0,,0,0,17.9,13.1,235.8,1023.5,27.2,9.9,168.3,14.6,6,,2016-02-09T07:22:34,2016-02-09T17:56:25,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-02-10,15.3,7,11.6,15.3,7,11.6,8,78.8,0.3,100,4.17,rain,0,0,42.9,36,190.9,1014,53.9,9.8,90.2,7.8,4,,2016-02-10T07:21:30,2016-02-10T17:57:32,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-02-11,19,12.4,15.2,19,12.4,15.2,6.5,58.5,0.456,100,4.17,rain,0,0,43.5,28.1,231.2,1010.6,43.9,10,176.2,15.3,7,,2016-02-11T07:20:25,2016-02-11T17:58:38,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-02-12,17.4,12,14.5,17.4,12,14.5,9.9,73.8,0.142,100,4.17,rain,0,0,37.3,29.1,193.5,1012.9,55.9,10,90.9,7.8,4,,2016-02-12T07:19:19,2016-02-12T17:59:44,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-02-13,18,12,15.1,18,12,15.1,11,77,0.26,100,4.17,rain,0,0,33.4,26.6,199.7,1008,56.8,10,124.4,10.6,5,,2016-02-13T07:18:12,2016-02-13T18:00:51,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-02-14,20,12.7,15.6,20,12.7,15.6,11.6,77.8,0,0,0,,0,0,24.6,19.2,205,1009.6,52.7,10,149.2,12.9,5,,2016-02-14T07:17:03,2016-02-14T18:01:56,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-02-15,24,13,17.7,24,13,17.7,9.1,59.6,0,0,0,,0,0,31.7,25.9,211.1,1015.5,53.2,10,168.1,14.6,7,,2016-02-15T07:15:54,2016-02-15T18:03:02,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-02-16,22.7,10.7,15.3,22.7,10.7,15.3,9.1,68.1,0,0,0,,0,0,21.1,10,313.4,1026.8,43.5,9.9,133.9,11.4,5,,2016-02-16T07:14:43,2016-02-16T18:04:07,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-02-17,21.4,8,14.5,21.4,6.8,14.5,7.9,66.1,0,0,0,,0,0,11.8,7.4,30.2,1026,52.4,10,54.7,4.7,2,,2016-02-17T07:13:30,2016-02-17T18:05:12,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-02-18,20,10.7,15.2,20,10.7,15.2,9.3,68.8,0,0,0,,0,0,35.3,18.8,41,1015.8,70.2,10,150.4,13,6,,2016-02-18T07:12:17,2016-02-18T18:06:17,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-02-19,20.7,12,15.5,20.7,12,15.5,10.1,72.1,0,0,0,,0,0,38.8,14.8,257.8,1013.6,34.8,10.2,179.9,15.5,7,,2016-02-19T07:11:03,2016-02-19T18:07:21,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-02-20,18.3,9,13.2,18.3,8.8,13.2,8.1,72.4,0,0,0,,0,0,51.3,24.6,289.5,1017,50.4,9.4,192.6,16.7,7,,2016-02-20T07:09:47,2016-02-20T18:08:25,0.42,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-02-21,17.5,9,12,17.5,5.3,11.7,4.5,61.9,1.954,100,4.17,rain,0,0,55.6,29.6,328.7,1018.2,45.1,9.9,193.5,16.6,7,,2016-02-21T07:08:31,2016-02-21T18:09:29,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-02-22,19.3,4.3,11.9,19.3,4.3,11.8,6.3,70.7,0,0,0,,0,0,18.4,13.1,206.9,1020,19.2,10,196.3,16.9,7,,2016-02-22T07:07:13,2016-02-22T18:10:33,0.5,Clear,Clear conditions throughout the day.,clear-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-02-23,19.7,7.7,13.4,19.7,7.7,13.4,8.9,75.8,0,0,0,,0,0,18.2,11.8,160.6,1016.2,22.4,10,194.3,16.7,7,,2016-02-23T07:05:55,2016-02-23T18:11:36,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-02-24,17.5,10.5,14.2,17.5,10.5,14.2,11.5,84,0.196,100,4.17,rain,0,0,22.8,14.8,215.5,1011.8,64.6,9.6,92.1,7.9,4,,2016-02-24T07:04:35,2016-02-24T18:12:38,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-02-25,18.4,7.3,12.9,18.4,6.8,12.9,8.6,76.8,0.03,100,4.17,rain,0,0,21,12.4,71.8,1014.9,33.7,10,196.5,16.9,7,,2016-02-25T07:03:15,2016-02-25T18:13:41,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-02-26,18.2,9.3,13.3,18.2,9.3,13.3,9.4,78,0,0,0,,0,0,28.5,19.8,201.2,1012.5,44.9,9.6,198.7,17.1,7,,2016-02-26T07:01:54,2016-02-26T18:14:43,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-02-27,18.7,8,12.9,18.7,8,12.9,6.8,68.7,0,0,0,,0,0,22.8,15.3,155.9,1014.4,23.8,10,208.4,17.9,7,,2016-02-27T07:00:32,2016-02-27T18:15:45,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-02-28,18.2,6.3,12.2,18.2,6.3,12.2,7.5,73.7,0,0,0,,0,0,24.5,19.3,108.5,1020.6,29.9,10,202.5,17.5,7,,2016-02-28T06:59:10,2016-02-28T18:16:46,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-02-29,19.5,9.9,14.9,19.5,9.9,14.9,10.1,73.7,0,0,0,,0,0,27.1,18,151.3,1019.4,48.4,9.8,190.5,16.5,7,,2016-02-29T06:57:46,2016-02-29T18:17:47,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-03-01,21,11.9,16.1,21,11.9,16.1,10.2,68.3,0,0,0,,0,0,22.3,21.1,221.4,1012.8,44.8,9.2,182,15.7,6,,2016-03-01T06:56:22,2016-03-01T18:18:48,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-03-02,18.7,8.7,13.7,18.7,8.7,13.7,4.7,56.2,0,0,0,,0,0,23.1,11.9,237.3,1007.8,23,10,216.4,18.7,8,,2016-03-02T06:54:57,2016-03-02T18:19:49,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-03-03,18.3,8,13.4,18.3,6.8,13.2,6.4,64.8,0.9,100,4.17,rain,0,0,34.1,27.8,203.7,1002.7,36.4,10,214.4,18.6,8,,2016-03-03T06:53:32,2016-03-03T18:20:49,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-03-04,16,7.7,11.6,16,6.3,11,5.2,65.7,2.298,100,16.67,rain,0,0,54,30.3,239.8,1001.6,57.2,10,167.4,14.4,6,,2016-03-04T06:52:05,2016-03-04T18:21:49,0.85,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-03-05,18,8.3,12.3,18,6.7,11.9,3,55.4,0.159,100,8.33,rain,0,0,45.9,20.9,253.7,1012.2,29.7,10,230.7,20.1,8,,2016-03-05T06:50:39,2016-03-05T18:22:48,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-03-06,18,6.7,12.9,18,6.7,12.8,6.9,68.7,0,0,0,,0,0,31,24,191.9,1013.5,58.2,10,215.3,18.7,8,,2016-03-06T06:49:11,2016-03-06T18:23:48,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-03-07,19,11.3,14.8,19,11.3,14.8,9.5,71.5,0,0,0,,0,0,31,26.6,157.2,1010.1,41,10,222.4,19.3,8,,2016-03-07T06:47:44,2016-03-07T18:24:47,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-03-08,18.6,12.7,15.1,18.6,12.7,15.1,11,76.8,0.151,100,4.17,rain,0,0,22.9,14.7,121.2,1009,61,9.8,144.4,12.4,6,,2016-03-08T06:46:15,2016-03-08T18:25:46,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-03-09,17.7,10,13.4,17.7,10,13.4,10,80.8,1.292,100,12.5,rain,0,0,35.8,16.2,20.1,1005.3,80.3,9.7,177.8,15.3,6,,2016-03-09T06:44:47,2016-03-09T18:26:44,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-03-10,16.4,8.7,12.5,16.4,7.8,12.3,5.1,62.7,6.635,100,8.33,rain,0,0,33.4,23.6,241.4,1006,35.4,10.3,220.9,19.1,8,,2016-03-10T06:43:17,2016-03-10T18:27:43,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-03-11,17,10,13.1,17,10,13.1,5.5,61,0,0,0,,0,0,25.6,22.3,198.1,1014.2,47.4,10.4,181.5,15.7,8,,2016-03-11T06:41:48,2016-03-11T18:28:41,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-03-12,16,9.5,13.1,16,9.5,13.1,9,76.4,2.052,100,12.5,rain,0,0,38.8,25.5,44.3,1014.6,74.5,9.8,70.8,6.1,2,,2016-03-12T06:40:18,2016-03-12T18:29:38,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-03-13,17.7,10.7,14,17.7,10.7,14,10.2,78.2,1.02,100,8.33,rain,0,0,23.6,11.3,101.1,1008.3,72.6,9.9,79.1,6.9,5,,2016-03-13T06:38:48,2016-03-13T18:30:36,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-03-14,12,7.2,9.6,12,3.2,7.8,6.7,82.2,47.881,100,16.67,rain,0,0,76,45.9,358.8,1008.6,96.9,8.9,43.8,3.7,2,,2016-03-14T06:37:17,2016-03-14T18:31:33,0.19,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
athens,2016-03-15,11.8,7.3,9.2,11.8,3.8,7.7,2.8,64.3,0.197,100,4.17,rain,0,0,33.3,21.7,14.5,1017.6,83.8,10,219,18.9,8,,2016-03-15T06:35:46,2016-03-15T18:32:31,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"16716199999,LGAV,16741099999,16718099999,16716099999,16715099999"
