name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
athens,2018-06-24,26.9,19.3,22.9,27.2,19.3,23,15.8,65.5,9.792,100,8.33,rain,0,0,45.6,30.2,11.2,1013.4,48.2,10.2,149.8,12.9,6,,2018-06-24T06:03:33,2018-06-24T20:51:21,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LGEL,16716199999,E4115,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-06-25,27.4,20,23.5,27.4,20,23.5,13.9,55.8,0,0,0,,0,0,43.3,23.8,15.3,1012.3,48.5,10,194.2,16.8,7,,2018-06-25T06:03:51,2018-06-25T20:51:27,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,E4115,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-06-26,24.9,21.3,22.5,24.9,21.3,22.5,16,67.2,4.092,100,8.33,rain,0,0,38.7,23.2,87.6,1006.7,72.6,9.8,102.6,8.9,5,,2018-06-26T06:04:11,2018-06-26T20:51:32,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-06-27,25.2,20.4,22.1,25.2,20.4,22.1,17.5,75.5,9.694,100,16.67,rain,0,0,35.8,22.8,204,1003.3,67.5,9.6,123.9,10.6,6,,2018-06-27T06:04:32,2018-06-27T20:51:35,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LGEL,16716199999,E4115,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-06-28,27,19,22.9,27,19,22.9,14.4,60.4,0.173,100,4.17,rain,0,0,38.9,20.4,257,1004.3,47,10,185.9,16,6,,2018-06-28T06:04:54,2018-06-28T20:51:36,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-06-29,29.5,18.8,24.6,28.3,18.8,24.4,12,46.9,0,0,0,,0,0,55.4,29.6,273.2,1005.9,31.3,10,204.8,17.7,7,,2018-06-29T06:05:18,2018-06-29T20:51:35,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,E4115,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-06-30,30.5,19.7,25.3,29.7,19.7,25,13.1,48,0,0,0,,0,0,33.3,25.4,207.8,1005.6,27.5,10.3,207.9,17.9,7,,2018-06-30T06:05:44,2018-06-30T20:51:33,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-07-01,31.5,20.7,26.4,31.6,20.7,26.4,16.3,55.6,0,0,0,,0,0,23.5,16.6,72.1,1011,25.6,10,199.2,17.1,7,,2018-07-01T06:06:10,2018-07-01T20:51:29,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-07-02,33.5,19.9,27.1,32.4,19.9,26.8,15.5,53,0,0,0,,0,0,27.2,22.6,102.3,1014.3,14.2,10.3,212.4,18.4,7,,2018-07-02T06:06:38,2018-07-02T20:51:22,0.64,Clear,Clear conditions throughout the day.,clear-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-07-03,34.9,21.4,28.2,34.1,21.4,28,14.8,46.2,0,0,0,,0,0,24.5,19.2,94.2,1013.4,5.4,10,210.8,18.2,7,,2018-07-03T06:07:08,2018-07-03T20:51:14,0.67,Clear,Clear conditions throughout the day.,clear-day,"LGEL,16716199999,E4115,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-07-04,35,22.8,29.1,34.3,22.8,29,15.4,45.4,0,0,0,,0,0,25.6,19.2,107.5,1012.1,2.4,10,225.9,19.8,7,,2018-07-04T06:07:38,2018-07-04T20:51:05,0.71,Clear,Clear conditions throughout the day.,clear-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-07-05,34.1,22.9,28.9,34.2,22.9,29.2,16.9,49.7,0,0,0,,0,0,30.5,23,22.9,1010.6,15.5,10,192,16.8,7,,2018-07-05T06:08:10,2018-07-05T20:50:53,0.74,Clear,Clear conditions throughout the day.,clear-day,"LGEL,16716199999,LGAV,16741099999,16718099999,AU777,16716099999,16699099999,16715099999"
athens,2018-07-06,34,23.7,28.8,34.5,23.7,29.2,17.8,53.5,0,0,0,,0,0,25.3,20.5,159.4,1009.9,1.3,10,210.8,18.1,7,,2018-07-06T06:08:43,2018-07-06T20:50:39,0.75,Clear,Clear conditions throughout the day.,clear-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-07-07,33,22.3,28.3,33.2,22.3,28.4,16.7,51.4,0,0,0,,0,0,25.4,20.1,96.9,1008.2,12.4,10,223.3,19,7,,2018-07-07T06:09:17,2018-07-07T20:50:24,0.81,Clear,Clear conditions throughout the day.,clear-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-07-08,31.4,20.6,26.3,32.3,20.6,26.6,17.8,61.4,0,0,0,,0,0,25.9,20.6,18.7,1008.6,47.9,9.6,147.7,12.6,7,,2018-07-08T06:09:53,2018-07-08T20:50:07,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-07-09,30,20.4,25.2,30.7,20.4,25.6,18,66,23.893,100,8.33,rain,0,0,26.2,16.8,295.3,1009.6,44.6,10,202.7,17.6,6,,2018-07-09T06:10:29,2018-07-09T20:49:47,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-07-10,28.7,21,25.2,30.3,21,25.6,19.2,70.6,1.059,100,8.33,rain,0,0,25.5,19.3,93.5,1011,54.4,10.3,207.8,17.9,7,,2018-07-10T06:11:06,2018-07-10T20:49:26,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-07-11,31,21.6,26.4,30.9,21.6,26.4,17.1,58.8,0,0,0,,0,0,20.5,15.6,341.4,1011.6,30.2,10,195.4,16.8,7,,2018-07-11T06:11:45,2018-07-11T20:49:04,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-07-12,32.5,20.9,27.4,31.9,20.9,27.3,15.8,51.9,0,0,0,,0,0,42.5,27.4,344.2,1012.3,18.3,10,186.4,16.1,6,,2018-07-12T06:12:24,2018-07-12T20:48:39,0.98,Clear,Clear conditions throughout the day.,clear-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-07-13,34.4,22.9,28.5,33.7,22.9,28.4,15.5,47.2,0,0,0,,0,0,53.6,25.7,8.2,1011.7,8.3,10,217.5,18.7,6,,2018-07-13T06:13:04,2018-07-13T20:48:12,0,Clear,Clear conditions throughout the day.,clear-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-07-14,33,23.3,28.4,32.9,23.3,28.4,16.1,48.5,0,0,0,,0,0,42.5,27.7,16.7,1011.2,21.1,10.3,228.3,19.7,7,,2018-07-14T06:13:45,2018-07-14T20:47:44,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,E4115,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-07-15,32.5,23.4,28.2,31.4,23.4,27.8,13.7,42.1,0,0,0,,0,0,33.2,24.7,14.5,1011.2,20.2,10.3,189.8,16.5,7,,2018-07-15T06:14:27,2018-07-15T20:47:14,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-07-16,34,21.7,28,33.2,21.7,27.6,13.7,43.7,0,0,0,,0,0,20.5,19.1,335.6,1010.9,6.9,10.3,216.9,18.9,7,,2018-07-16T06:15:10,2018-07-16T20:46:42,0.11,Clear,Clear conditions throughout the day.,clear-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-07-17,36.2,23.4,29.3,35.7,23.4,29.3,15.1,43.2,0,0,0,,0,0,27.7,29.8,202.8,1008.3,4.9,10,217.4,18.8,7,,2018-07-17T06:15:54,2018-07-17T20:46:09,0.14,Clear,Clear conditions throughout the day.,clear-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-07-18,32.9,24.6,29.2,32.3,24.6,29.1,15.5,44.9,0,0,0,,0,0,35.7,20.2,340.4,1005.9,26.3,10,188,16.3,6,,2018-07-18T06:16:38,2018-07-18T20:45:33,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-07-19,34,24,28.9,32.7,24,28.5,13.8,41.2,0,0,0,,0,0,27.7,21.5,263,1007.6,35.8,10,243.8,21,8,,2018-07-19T06:17:23,2018-07-19T20:44:56,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,E4115,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-07-20,32,24.9,28.3,31.9,24.9,28.3,16,48.2,0,0,0,,0,0,29.9,21.9,352.8,1009.3,39,10,174.6,15.2,7,,2018-07-20T06:18:08,2018-07-20T20:44:17,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-07-21,35,22.7,28.5,34.5,22.7,28.5,16.3,49.8,0,0,0,,0,0,31.7,15.8,18.1,1011.2,15.6,10,202.9,17.7,7,,2018-07-21T06:18:54,2018-07-21T20:43:37,0.28,Clear,Clear conditions throughout the day.,clear-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-07-22,37.5,22.3,29.6,37.6,22.3,29.8,16.2,46.8,0,0,0,,0,0,29.1,21.7,205.7,1010.6,0.6,10,203.8,17.6,7,,2018-07-22T06:19:41,2018-07-22T20:42:54,0.31,Clear,Clear conditions throughout the day.,clear-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-07-23,37,26.5,31.6,35.4,26.5,30.4,10.8,28.2,0,0,0,,0,0,83.8,44.4,278.5,1005.6,16.4,9.7,163.2,14.3,7,,2018-07-23T06:20:28,2018-07-23T20:42:10,0.35,Clear,Clear conditions throughout the day.,clear-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-07-24,28.9,23.9,26.7,29.1,23.9,26.8,16.4,53.9,0,0,0,,0,0,50.9,19.2,13.4,1003,65.5,9.9,114.8,10,3,,2018-07-24T06:21:16,2018-07-24T20:41:25,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-07-25,31,21.6,26.4,30.9,21.6,26.8,17.4,58.6,1.186,100,8.33,rain,0,0,22.9,19.2,222.8,1005.3,47.6,10,172.4,15,6,,2018-07-25T06:22:04,2018-07-25T20:40:38,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-07-26,30.9,22.4,25.6,31,22.4,25.8,18,63.8,4.72,100,4.17,rain,0,0,46.4,17.4,320.4,1007.6,61.5,10,136.5,11.9,5,,2018-07-26T06:22:53,2018-07-26T20:39:49,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-07-27,30,20,25.5,31,20,25.9,17.8,63.6,0,0,0,,0,0,20,17,213.7,1010.3,39.7,10,186.2,16.1,7,,2018-07-27T06:23:42,2018-07-27T20:38:58,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-07-28,31,22,26.4,32,22,27.1,19.4,66.4,1.085,100,8.33,rain,0,0,27.2,20,189.2,1009.1,31.2,9.9,240.5,20.8,9,,2018-07-28T06:24:31,2018-07-28T20:38:06,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-07-29,31.5,22.6,25.5,32.6,22.6,25.8,19,68,23.255,100,8.33,rain,0,0,36.1,23.7,339.7,1008.1,40.5,9.9,117.5,10.1,5,,2018-07-29T06:25:21,2018-07-29T20:37:13,0.55,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-07-30,32.9,23.2,27.9,33.6,23.2,28.3,18.1,57.4,0,0,0,,0,0,34,24.5,4.7,1008.1,39.9,10,163.1,14.2,6,,2018-07-30T06:26:11,2018-07-30T20:36:18,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-07-31,31.9,23.4,27.7,33.5,23.4,28.3,18.5,58.3,0.022,100,4.17,rain,0,0,30.7,21.1,353,1009.2,38.6,10,173.7,15,6,,2018-07-31T06:27:02,2018-07-31T20:35:21,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-08-01,32.9,23.3,28.1,34.2,23.3,29,19.3,59.9,0.022,100,4.17,rain,0,0,29.5,20.2,22.9,1011.4,37.8,10,170,14.6,7,,2018-08-01T06:27:52,2018-08-01T20:34:23,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-08-02,32.9,22.9,28.5,34.4,22.9,29.4,18.8,56.9,0,0,0,,0,0,30.5,28.8,1.3,1012.2,32,10,194.3,16.8,7,,2018-08-02T06:28:43,2018-08-02T20:33:24,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-08-03,32.4,26.1,29.1,32.1,26.1,29,15.6,45.4,0,0,0,,0,0,57.6,35.3,356.7,1011.1,29.7,10.3,212.5,18.4,7,,2018-08-03T06:29:34,2018-08-03T20:32:23,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-08-04,31.5,25.4,28.5,30.5,25.4,28.2,14.7,44.1,0,0,0,,0,0,55.6,35.6,353.6,1010.6,25.7,10.5,213.1,18.4,7,,2018-08-04T06:30:26,2018-08-04T20:31:21,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-08-05,31.9,25.2,28.3,30.9,25.2,27.9,13.2,40.1,0,0,0,,0,0,52.7,32,357.5,1012,21.3,10.3,215.2,18.5,7,,2018-08-05T06:31:17,2018-08-05T20:30:18,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-08-06,33.5,24.8,29.1,31.9,24.8,28.3,10.9,33.3,0,0,0,,0,0,53.6,28.6,3.5,1013,20.7,10.3,212.3,18.3,7,,2018-08-06T06:32:09,2018-08-06T20:29:13,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-08-07,33.9,24,28.9,32.7,24,28.3,11.4,34.3,0,0,0,,0,0,43.6,28.5,2,1013.1,15.8,10.3,200.6,17.2,6,,2018-08-07T06:33:00,2018-08-07T20:28:07,0.86,Clear,Clear conditions throughout the day.,clear-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-08-08,33.9,23.8,29.1,32.9,23.8,28.6,12.7,37.1,0,0,0,,0,0,47.1,31.2,6.4,1013.5,13.9,10.3,209.8,18,7,,2018-08-08T06:33:52,2018-08-08T20:26:59,0.9,Clear,Clear conditions throughout the day.,clear-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-08-09,31.9,26.2,28.9,30.8,26.2,28.6,14.5,42.3,0,0,0,,0,0,58.7,33.6,2.5,1014.4,24.3,10.3,235.2,20.6,7,,2018-08-09T06:34:44,2018-08-09T20:25:51,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,E4115,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-08-10,30.9,24.8,27.7,30.4,24.8,27.7,15,46.1,0,0,0,,0,0,61.6,38.4,1.2,1015.6,26.9,10.5,190.2,16.4,7,,2018-08-10T06:35:36,2018-08-10T20:24:41,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,E4115,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-08-11,30,24.3,27.1,29,24.3,26.9,13.9,45.3,0,0,0,,0,0,67.6,41.2,3.3,1015.5,20.9,10.3,253.7,21.9,8,,2018-08-11T06:36:28,2018-08-11T20:23:30,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,E4115,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-08-12,30,22.4,26.3,28.9,22.4,26.1,13,44.9,0,0,0,,0,0,57.1,32.1,4.6,1015.2,26.3,10.3,296,25.6,9,,2018-08-12T06:37:20,2018-08-12T20:22:17,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,E4115,LGAV,16741099999,16718099999,16716099999,16699099999,16715099999"
athens,2018-08-13,31.2,21.9,26.5,30.1,21.9,26.2,12.7,43.2,0,0,0,,0,0,42.5,37.7,11.8,1013.3,18.9,10.3,248.5,21.6,9,,2018-08-13T06:38:12,2018-08-13T20:21:04,0.06,Clear,Clear conditions throughout the day.,clear-day,"LGEL,16716199999,E4115,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-08-14,32.4,22.3,27.1,31.4,22.3,26.8,12.6,41.4,0.6,100,4.17,rain,0,0,35.1,28.2,1.7,1011.3,15.9,10.3,210.1,18.1,7,,2018-08-14T06:39:04,2018-08-14T20:19:50,0.1,Rain,Clear conditions throughout the day with early morning rain.,rain,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-08-15,32.4,21.8,27.3,31.9,21.8,27,12.8,41.4,0,0,0,,0,0,33.7,27.4,357.4,1010.3,19.2,10.5,207.7,17.9,7,,2018-08-15T06:39:56,2018-08-15T20:18:34,0.13,Clear,Clear conditions throughout the day.,clear-day,"LGEL,16716199999,E4115,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-08-16,32.4,22.3,27.1,31.5,22.3,26.7,13.6,45,0,0,0,,0,0,27.4,19.2,348.5,1010.6,35,10.3,173.2,14.9,6,,2018-08-16T06:40:48,2018-08-16T20:17:18,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-08-17,32.4,21.9,26.9,31.7,21.9,26.8,15.1,49.9,0,0,0,,0,0,26.1,17.7,336.4,1010.6,35.3,10.3,156.6,13.4,6,,2018-08-17T06:41:40,2018-08-17T20:16:00,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,E4115,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-08-18,33.5,22,28.5,32.7,22,27.9,13.2,40.9,0,0,0,,0,0,43.5,27.5,354.6,1011,14.7,10.3,227.4,19.6,8,,2018-08-18T06:42:33,2018-08-18T20:14:42,0.25,Clear,Clear conditions throughout the day.,clear-day,"LGEL,16716199999,E4115,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-08-19,32.5,26.8,29.8,31.7,26.9,29.2,13.1,36.2,0,0,0,,0,0,54.4,34.9,355.5,1010.3,16.1,10.3,202.7,17.4,6,,2018-08-19T06:43:25,2018-08-19T20:13:22,0.26,Clear,Clear conditions throughout the day.,clear-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-08-20,31.4,25.8,28.4,30.2,25.8,28,13.4,40.1,0,0,0,,0,0,54.9,30.4,359.9,1010.1,20.3,10.3,202.2,17.4,6,,2018-08-20T06:44:16,2018-08-20T20:12:02,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-08-21,30.8,24.3,27.1,29.4,24.3,26.6,12.2,40.6,0,0,0,,0,0,40.1,28.7,0,1012,16.8,10.3,237.3,20.3,8,,2018-08-21T06:45:08,2018-08-21T20:10:41,0.33,Clear,Clear conditions throughout the day.,clear-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-08-22,33.1,23.4,27.3,31.2,23.4,26.9,12.5,40.8,0,0,0,,0,0,47.5,31.5,6.2,1013.2,6.2,10.3,305,26.1,9,,2018-08-22T06:46:00,2018-08-22T20:09:19,0.36,Clear,Clear conditions throughout the day.,clear-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,16699099999,16715099999"
athens,2018-08-23,31.9,23.2,27.6,31,23.2,27.2,13.1,41.8,0,0,0,,0,0,48.2,30.9,10.9,1011.5,1.7,10.3,198.1,17,6,,2018-08-23T06:46:52,2018-08-23T20:07:56,0.4,Clear,Clear conditions throughout the day.,clear-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-08-24,31.6,23.7,27.4,31.4,23.7,27.5,15.2,48,0,0,0,,0,0,33.7,24.1,355.5,1010.1,13.7,10,193.7,16.7,6,,2018-08-24T06:47:44,2018-08-24T20:06:32,0.43,Clear,Clear conditions throughout the day.,clear-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-08-25,31.2,19.8,26,32.1,19.8,26.2,16.9,58.8,0,0,0,,0,0,25,18.2,120.6,1009.5,21.5,10,184.4,16.1,6,,2018-08-25T06:48:35,2018-08-25T20:05:08,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16741099999,16718099999,AU777,16716099999,16699099999,16715099999"
athens,2018-08-26,31.9,21.4,26.7,33.5,21.4,27.3,18.4,61.4,0,0,0,,0,0,24.4,18,168.7,1007.6,27.1,10,178.5,15.3,6,,2018-08-26T06:49:27,2018-08-26T20:03:43,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-08-27,31.9,23.4,26.8,32.3,23.4,27.2,18.2,60,0.015,100,4.17,rain,0,0,40,30.7,20.8,1005.8,35.6,10,175.8,15.3,6,,2018-08-27T06:50:19,2018-08-27T20:02:17,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-08-28,27.1,21.9,24,27.8,21.9,24,16.8,64.7,5.136,100,8.33,rain,0,0,44.6,25.6,333.9,1008.4,68.6,9.8,100.9,8.6,4,,2018-08-28T06:51:10,2018-08-28T20:00:50,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-08-29,31.9,23.9,27.5,31,23.9,27.2,14.9,47.6,4.402,100,8.33,rain,0,0,50.7,28.7,353.7,1011.3,28.1,10.1,187.8,16.2,6,,2018-08-29T06:52:02,2018-08-29T19:59:23,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-08-30,32,24.1,28.2,31.1,24.1,27.7,12.2,37.7,0,0,0,,0,0,53.6,25.8,1,1013.5,7.9,10,193.5,16.7,6,,2018-08-30T06:52:53,2018-08-30T19:57:55,0.64,Clear,Clear conditions throughout the day.,clear-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-08-31,33.4,23.7,28.5,32.2,23.7,27.9,12.2,37.1,0,0,0,,0,0,49.9,28.4,5,1013.7,8.6,10,195.3,16.8,6,,2018-08-31T06:53:44,2018-08-31T19:56:27,0.67,Clear,Clear conditions throughout the day.,clear-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-09-01,34,24.4,28.8,32.6,24.4,28.1,11.1,34.1,0,0,0,,0,0,40.3,29.3,3.5,1013.7,1.5,10,193.8,16.8,6,,2018-09-01T06:54:36,2018-09-01T19:54:58,0.71,Clear,Clear conditions throughout the day.,clear-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-09-02,34.4,23.6,29.2,32.6,23.6,28.3,9.7,30.2,0,0,0,,0,0,44.6,27.6,360,1013.8,9,10,192.6,16.7,6,,2018-09-02T06:55:27,2018-09-02T19:53:29,0.74,Clear,Clear conditions throughout the day.,clear-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-09-03,33.6,24.8,29.5,33.1,24.8,28.8,11.4,33.6,0,0,0,,0,0,37.8,25,353,1011.2,0.2,10,190.3,16.3,6,,2018-09-03T06:56:18,2018-09-03T19:51:59,0.75,Clear,Clear conditions throughout the day.,clear-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
