name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
athens,2018-02-04,17.9,11.2,14.7,17.9,11.2,14.7,9.8,72.7,0,0,0,,0,0,37.8,27.9,199.1,1012.4,52.5,10,59.3,5.1,3,,2018-02-04T07:27:00,2018-02-04T17:51:22,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,E4115,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-02-05,15.8,9.2,12.1,15.8,8.7,12,5.2,63.4,0,0,0,,0,0,32,23.9,6.8,1018.3,37.2,10.5,76.2,6.5,4,,2018-02-05T07:26:03,2018-02-05T17:52:30,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-02-06,14.9,7.3,10.5,14.9,7.3,10.4,3.8,63.7,0,0,0,,0,0,26.6,16.6,40.8,1021,39.4,10.5,93.8,8,4,,2018-02-06T07:25:05,2018-02-06T17:53:37,0.69,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-02-07,15.6,5.9,11.2,15.6,5.9,11.2,6.7,74.4,0,0,0,,0,0,21.9,6.5,6.1,1017.8,50.6,10.2,67.9,5.9,3,,2018-02-07T07:24:05,2018-02-07T17:54:45,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-02-08,18,11.7,14.4,18,11.7,14.4,6.2,60.6,0,0,0,,0,0,30.8,21.6,268.8,1013.9,49.8,10.2,97.9,8.3,4,,2018-02-08T07:23:04,2018-02-08T17:55:52,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-02-09,16.5,10.4,13,16.5,10.4,13,6.5,65.2,0,0,0,,0,0,22.3,15.2,327.2,1014.4,45.1,10,58.2,4.9,2,,2018-02-09T07:22:01,2018-02-09T17:56:59,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-02-10,13.8,10,11.8,13.8,9,11.8,9.7,87.1,11.378,100,16.67,rain,0,0,44.6,24.6,119.9,1003.4,78.6,9.1,11.5,1,1,,2018-02-10T07:20:57,2018-02-10T17:58:05,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LGEL,16716199999,E4115,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-02-11,15.4,10.4,13,15.4,10.4,13,6.6,66.1,0.363,100,12.5,rain,0,0,39,20.2,247.9,1001.8,44.7,10.3,103.6,9,5,,2018-02-11T07:19:52,2018-02-11T17:59:12,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LGEL,16716199999,E4115,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-02-12,14.4,7,10.9,14.4,5.6,10.7,2.8,58.1,0,0,0,,0,0,39.5,15.5,304,1011.4,35.4,10.5,100.1,8.7,4,,2018-02-12T07:18:45,2018-02-12T18:00:18,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,E4115,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-02-13,14.6,5.9,10.7,14.6,5.5,10.6,5,68.8,0,0,0,,0,0,26,17.7,205.2,1013.9,41.8,10,72.4,6.1,3,,2018-02-13T07:17:37,2018-02-13T18:01:24,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-02-14,15,7.9,11.3,15,6.7,10.8,4.3,63.3,2.265,100,4.17,rain,0,0,44.6,26.3,247.1,1011.2,45.6,9.9,99.9,8.7,4,,2018-02-14T07:16:28,2018-02-14T18:02:30,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-02-15,11,3.9,8.3,11,2.4,7.4,5.6,83.5,28.498,100,12.5,rain,0,0,28.2,21,2.3,1010.2,77.9,9.1,6.6,0.9,0,,2018-02-15T07:15:17,2018-02-15T18:03:35,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LGEL,16716199999,E4115,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-02-16,11.1,5.9,9,11.1,2.4,7.2,4.9,75.6,1.027,100,8.33,rain,0,0,55.4,33.3,347.6,1018.4,74.6,9.8,50.6,4.3,2,,2018-02-16T07:14:06,2018-02-16T18:04:40,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-02-17,14.4,8,11,14.4,6.1,10.2,5.1,67.2,0,0,0,,0,0,38.9,28,357.1,1022.1,45.8,10,96.3,8.4,4,,2018-02-17T07:12:53,2018-02-17T18:05:45,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-02-18,14.5,3.5,9.5,14.5,3.5,9.4,5.4,76.2,0,0,0,,0,0,17,11.6,44.7,1019.1,29.3,10,103.6,8.7,4,,2018-02-18T07:11:39,2018-02-18T18:06:50,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,E4115,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-02-19,13.4,7.9,10.6,13.4,7.9,10.6,6.7,77.1,0,0,0,,0,0,27.4,18.8,8.8,1014.9,68.2,10,42.1,3.5,2,,2018-02-19T07:10:24,2018-02-19T18:07:54,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,E4115,LGAV,16741099999,16718099999,AU777,16716099999,16699099999,16715099999"
athens,2018-02-20,12.4,8.3,9.9,12.4,6.6,9.3,7.1,82.9,4.267,100,12.5,rain,0,0,26.1,13.7,20.4,1012.2,90.9,9.4,52.9,4.7,2,,2018-02-20T07:09:08,2018-02-20T18:08:58,0.16,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,remote,16715099999"
athens,2018-02-21,15.4,9,11.9,15.4,9,11.9,9,83,0.672,100,8.33,rain,0,0,22.3,9.3,75.1,1007.4,75,9.6,45.1,4,2,,2018-02-21T07:07:51,2018-02-21T18:10:01,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16716199999,16741099999,16718099999,16716099999,16699099999,16715099999"
athens,2018-02-22,16.2,8.7,12.4,16.2,8.7,12.4,9.3,82.7,1.294,100,4.17,rain,0,0,21.2,15.9,198.1,1008.2,63.4,9.7,193.9,16.7,7,,2018-02-22T07:06:33,2018-02-22T18:11:05,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-02-23,16.4,8.4,12.1,16.4,8.4,12.1,8.7,80.6,0,0,0,,0,0,31.2,16.8,48.9,1010.5,51.8,10,63,5.3,4,,2018-02-23T07:05:14,2018-02-23T18:12:08,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-02-24,16.2,9.1,11.8,16.2,8.4,11.6,7.2,74.9,9.727,100,8.33,rain,0,0,38.7,26.2,330,1006.7,66.8,9.7,158.8,13.8,7,,2018-02-24T07:03:54,2018-02-24T18:13:10,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"LGEL,16716199999,E4115,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-02-25,11.4,8.4,10,11.4,7.7,9.7,6.5,79.1,0.103,100,12.5,rain,0,0,30.7,18.8,46.6,1008.6,87.6,10.1,44.5,3.9,2,,2018-02-25T07:02:34,2018-02-25T18:14:12,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-02-26,14.9,8,11.3,14.9,5.7,11.1,6.3,72,10.468,100,12.5,rain,0,0,34.8,17.5,237.7,1000,66.7,9.4,106.6,9.1,4,,2018-02-26T07:01:12,2018-02-26T18:15:14,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LGEL,16716199999,E4115,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-02-27,16,5.1,11.3,16,5.1,11.1,5.4,69.5,0,0,0,,0,0,37,20.2,199.9,1004.8,49.2,10,128.7,11.1,5,,2018-02-27T06:59:50,2018-02-27T18:16:16,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,E4115,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-02-28,15,6.7,12.3,15,6.6,12.1,3.3,57,46.023,100,4.17,rain,0,0,44.9,28.4,264.6,1009.2,56.2,10.1,118.6,10.1,4,,2018-02-28T06:58:27,2018-02-28T18:17:17,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"LGEL,16716199999,E4115,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-03-01,12.8,4.4,9.1,12.8,3.6,8.8,2.1,61.9,0,0,0,,0,0,24.7,13,43.6,1018.2,53,10.2,101.2,8.8,4,,2018-03-01T06:57:03,2018-03-01T18:18:18,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,E4115,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-03-02,15.5,10.4,13.5,15.5,10.4,13.5,9.9,79.1,0.61,100,8.33,rain,0,0,31.7,23.8,176.3,1009.9,66,9.9,77.3,6.3,2,,2018-03-02T06:55:38,2018-03-02T18:19:19,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-03-03,20.1,12,15.8,20.1,12,15.8,8.7,65.2,0,0,0,,0,0,23.5,16.4,238.2,1005,45.6,10,128.9,10.9,4,,2018-03-03T06:54:13,2018-03-03T18:20:19,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16741099999,16718099999,AU777,16716099999,16699099999,16715099999"
athens,2018-03-04,20,10.2,15,20,10.2,15,8.6,66.5,0,0,0,,0,0,29.3,21.7,210.4,1004.4,35,10,95.5,8.1,4,,2018-03-04T06:52:47,2018-03-04T18:21:19,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-03-05,18.9,10.5,15.1,18.9,10.5,15.1,11.3,78.7,0,0,0,,0,0,33.7,20.7,50.6,1002.1,62.7,8.5,84.2,7.4,3,,2018-03-05T06:51:21,2018-03-05T18:22:19,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-03-06,20.5,12.1,16,20.5,12.1,16,10.7,71.7,0.21,100,8.33,rain,0,0,33.3,25.8,216.1,1004.5,45.6,9.9,118.2,10.1,5,,2018-03-06T06:49:54,2018-03-06T18:23:19,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-03-07,21.5,13.6,17.4,21.5,13.6,17.4,7.9,55.8,0,0,0,,0,0,40.8,21.4,240.3,1005.8,30.8,9.7,126.1,10.8,5,,2018-03-07T06:48:26,2018-03-07T18:24:18,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,E4115,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-03-08,17.5,12,14.8,17.5,12,14.8,4.9,52,0.134,100,8.33,rain,0,0,68.1,43.8,274.3,1007.8,36.7,10,122.1,10.5,5,,2018-03-08T06:46:58,2018-03-08T18:25:17,0.71,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-03-09,17.4,8.7,13.2,17.4,7.7,13.1,3.4,52.2,0,0,0,,0,0,19.9,11.9,281.6,1016.3,51.9,10,100.7,8.5,4,,2018-03-09T06:45:30,2018-03-09T18:26:15,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
athens,2018-03-10,18.5,4.8,11.9,18.5,4.8,11.9,4.4,63,0,0,0,,0,0,18.8,12.7,170.7,1017.5,13.7,10,138.2,11.9,5,,2018-03-10T06:44:01,2018-03-10T18:27:14,0.77,Clear,Clear conditions throughout the day.,clear-day,"LGEL,16716199999,LGAV,16741099999,16718099999,16716099999,AU777,16699099999,16715099999"
